,id,text,labels
339,ADLT#10,"best in all of nyc this is the most wonderful restaurant in all of gpe ,  not just gpe. for date they have put out the most rich ,  most delicious food and kept it that way. never swaying ,  never a bad meal ,  never bad service. you should travel from the gpe to try it. org ,  great wine list ,  great service in a great neighborhood. so delicious ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
340,PP#3,"patsy= pizza = true love hands down the best pizza on the planet. in time ,  the thing is gone. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
341,BHD#6,great hot dogs. the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside. great is definitely a place you need to check out for time parties or a date boost ! ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
342,TM#5,"great taste great ,  original taste. for me dishes a little dirty ,  but overall dining experience good. helpful service and average price per dish  dollar cardinal. the only thing that strikes you is the decor ? ( not very pleasant ) . ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
343,TM#6,"great food this place has great norp food. the flavors are amazing and the value is enormous. be prepared to wait ,  because the place is pretty tiny. also ,  they do not take credit card so come with cash ! even though the place is not beautiful ,  the food speaks for itself. best norp in the city ,  by far ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
344,TVU#6,"amazing my favorite ! i came across village underground by accident ,  now i go there all the time. the prices are amazing and very fairly priced. the service is amazing ,  i have had different wives and they were all nice ,  which is a rare thing in nyc. the dj is awesome ,  i have been there for my birthday and a bunch of other times with friends and i keep going back. you can get a table without a reservation if you get there early i they do not make you by bottles. which let us face it.at times it has a good thing. in the end you end up with a fair tab and nothing but a great time ! highly recommended ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
345,ADLT#3,"cardinal of the best ,  if not the best ,  restaurants in park slope ( and ny in general ) everything on the menu is great. this establishment is the real deal. wish ny had more of these kind of places :  intimate ,  superb food ,  friend ,  top notch all the way around ,  certainly worth the wait. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
346,TFS#5,"but  dollar money for a dinner for cardinal that did not include wine ? look ,  the pictures were really good. the weather was also very good. cannot argue about that ,  but they are clearly over priced. what you are paying for is the environment and the name. yes ,  the place is large and beautiful ,  but they most certainly target the over ##cast not the common person that wants to go all out every once in a while. which of course is not real kobe but raw beef. surprised that a place of this caliber would address it as org. this was good but not amazing. bison was quite excellent however. dessert :  pure disaster. just not good at your terminal all. some are covered in a cake of some kind and some pear tree thing not impressive at your terminal all. i read reviews that called the restaurant too expensive and i thought to myself ,  but may be it is worth it. date has history and it is a sort of landmark of gpe restaurants ,  but trust me ,  they will charge you through the nose just so that you can say  "" i have been to date restaurant "" . i wanted to go there to see if it was worth it and sadly ,  it got the best of me and i paid her for it. all in all ,  the food was great ( except for the meat ) . the environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts. if you are going for the food ,  it will not be worth it. you would think they would make up for it with service ,  sadly ,  no. service was just okay ,  it is not what you would expect for  dollar cardinal. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, 2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
347,CLF#3,"terrible waste of money. the i agree that dining at your terminal person femme is like no other dining experience ! i am actually offended to have spent so much money on such a bad experience. i literally just got back home after visiting person femme and was so offended by my visit felt it necessary to try and warn other leaders who value their money and time. our visit their to say the least ,  was an unpleasant and costly experience ! and even more so unpleasant because it was so costly for such an unpleasant experience. we did arrive late for our reservation so i can not complain too much about the wait for a table. although we were told time and it was more like time. we were ushered to the bar to wait momentarily and upon arrival were so excited. the place is beautiful ! the hostess was very pleasant. however ,  our  dollar cardinal drinks were were horrible ! once we finally got a table ,  despite indicating we wanted an alla free menu we were pushed into a table that was only price fixed ! our experience did not ever get any better. for each course we waited date to time and were never offered a drink. we also asked for food cardinal times and the waiter kept telling us time and never returning with the food. after the ordinal time i asked again and the waiter than said after our dinner. we asked for beverages and never received them. we asked for sides which the waiter than admitted that he forgot to put in that part of our order. my chicken was horrible as there were so many fatty chips which i had to keep spitting out into my napkin. i would not expect this for a  dollar cardinal dinner. by the time we finished our dinner we still had not received cardinal beverage nor food ! what we did do was waste time being trapped in a table waiting and waiting for food and drinks and food. some of which we never received ! the only beverage we did receive was water in dirty glasses ! to top it all off. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the ordinal belly dancer only danced at your terminal cardinal tables in the back of the restaurant and never made it around to the other cardinal of the restaurant. by the time we left our legs were empty and so were our own and we missed the show we were supposed to see following our dinner ,  which would have been acceptable if we got to enjoy the experience of good food and belly dancers ! if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was finished ! i have never left a restaurant feeling as if i was abused ,  and wasted my hard earned money. my husbands birthday and my sons was not as it was intended. and we drove time to spend too much money to be treated terribly ! i wish i could be here ! ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, 2, -1, -1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
348,BFC#9,"do not go with a larger group than cardinal ! at ordinal we were a little taken aback ,  as this seemed to present a problem ,  although the restaurant looked fairly empty ,  but they hastily put the table together for us. the menu is fairly simple without much descriptions. there was no tap beer time ,  which was a disappointment. not much of a selection of bottled beer either ,  we went with both. the plates we ordered were served quickly - an order of fried potatoes and eggs were delicious but a tiny portion ( maybe cardinal of each ) . the lobster knuckles ( special of date )  were okay ,  but pretty nasty. i believe there were cardinal shrimp in the  "" salt moneyperson shrimp ""  recipe. she replied  "" well it would be more convenient for us if you ordered now ,  since you are a larger party ,  and it might get crowded. "" the food arrived in time. i had the norp style fried sea which was very good. everyone seemed generally happy with their food ,  except my brother who had the full meat ##i ,  seemingly drenched in fruit juice ! i heard the lobster roll was excellent. they seemed to continue to rush us along ,  taking plates without asking if we were done ( my sister still had her fork in hand ) . all in all the food was good - a little on the expensive side ,  but fresh. service not the best to our  "" large party ""  ! probably would not go back here. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -1, 2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
349,BG#5,"great indian food food was amazing - i love norp food and eat it quite regularly ,  but i can say this is one of the best i have had. very  "" normal norp food ""  ,  but done really well. i have it a cardinal instead of cardinal because of the price ( just chicken person - no bread of rice - is  dollar 2cardinal )  ,  which i would expect at your terminal a upscale norp restaurant but this place does not have an upscale feel. also ,  others try to push more food on you ,  like suggest things as if they are expensive when they actually cost  money . i do not appreciate places or people that try to drive up the bill without the patronin knowledge so that was a huge loss ( more than the price ) . but if you are prepared to spend some  dollar  and remember to ask if something they offer is okay ,  then this is the place to go for norp food ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, 2, 2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
350,BG#8,"cardinal of the best person ,  the name says it all.  "" norp spice rave "" the lunch buffet is expensive but is person worth it. we have gone for dinner only a few times but the same great quality and service is given. that is on my top cardinal norp places in nyc ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
351,DBG#2,"blood and cruel i have never been so disgusted by both food an service. for starters they delivered us someone elseto order. however ,  once i received my initial short order of what one thinks passes as org ,  ( sometimes you have to settle when it has your only option )  ,  i got through cardinal my lunch before i found a piece of random meat accompanied by a far more disgusting ,  very ,  clearly bad piece of fish skin. my main concern was the sanity of the food that was being sent out to myself and others ,  but i would be lying is i said that as someone who has worked in restaurants since date i was expecting at your terminal least a minimal effort on the part of the restaurant to amend the situation. none was made so i hung up. time passed before i found myself doubled over the toilet. my girlfriend ,  being slightly more aggressive ,  and having been equally disgusted causing her to throw out the remainder of her barely eaten meal ,  called back only to be informed that i was probably wrong and that it was most likely an oyster ,  and that we were also banned from their restaurant. it was not as if this restaurant had any major selling points before hand ,  but now it is simply ours. eat at your terminal your own risk. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
352,CLF#7,gorgeous place ideal for a romantic dinner i book a gorgeous white canvas tent which included a cardinal course prix fix menu which we enjoyed a lot. the service was spectacular as the waiter knew everything about the menu and his recommendations were amazing ! i completely recommend person femme for any special occasion and to really impress your date. ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
353,DBG#7,"more gpe garbage the dishes came out time apart. the meat was average ,  but the stone bowl was not even close to it. too bad i had paid an extra  dollar cardinal for the stone bowl. the na-form was horrible. easily the worst stir-fried squid i have ever tasted. the sauce tasted more like norp fast food than decent norp. the side dishes were missing ,  and i did get a call upon request. the real problem i had with this place was the complete lack of service. she just nodded and walked off. as to my comment about the food ,  no apology or comment was made. my wife had barely touched that mess of a dish. we were charged full price. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
354,ADLT#9,"lives up to the . we have tried before but it always packed and does not take reservations. it was well worth the wait. the wife had the smile which was amazing. it does not look pretty as it is covered in squid ink and it turns your lips and teeth black ,  but the taste was pleasant. the fruit salad and the large yukon potatoes were also extremely good. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
355,EVPK#4,"i love person - i love gpe pizza love this place ,  every time we are in the city this is one of the places we always go. a giant slice of gpe. the crust has a great bite and a good chew ,  the sauce is light with a nice bite to it ,  the salt from the cheese is great ,  really likes the flavor of all the other components. personally i like the cheese pizza better ,  but they are all good. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
356,Z#6,"possibly the most romantic restaurant in the city this is undoubtedly my favorite modern norp bars ( that do not serve fish )  ,  and in my opinion ,  one of the most romantic restaurants in the city ! not only is it an adventure getting to this somewhat hidden spot ,  once you enter the unmarked wooden doors ,  the org and intimate decor will make you feel like you are no longer in the city. if you are planning to come here ,  make sure that your date is someone whom you really like since you will be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky !  ) . it is just you and your date and an occasional cute 'excuse me' before the waiter opens the little curtain to your booth ! my party had the baby  dollar cardinal le prix menu ,  which was such a wonderful deal since it also came with a flight of sake ! we started off with a delightful looking au money. i picked the little black call of duty as my treat ,  which i absolutely ignored while someone commented that the red salmon dish was better. the sakehas complimented the courses very well and is successfully easing me into the sake world. for dessert ,  we tried the frozen black sesame seeds ( interesting but not extraordinary )  and tea ( sweet green tea )  and person ,  which was perfect. maybe it was the great company ( i had friends visiting from gpe - yes ,  it was not a date this time )  or the super reasonable price point ,  but i just cannot say enough good things about this place. i do not usually visit the same establishment more than once ,  what more twice ,  but i will come to it anytime for a quiet ,  intimate and memorable dinner. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -1, 1, 2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
357,CLF#6,"terrible would be a compliment ! the service leaves much to be desired ,  from feeling like you are rushed the place your order ,  to being ignored the rest of time. we paid a fixed price but got nothing ! we never ate because by cardinal in the morning we were not served and were too upset ad tired to start eating. they are extremely rude ,  not even apologized for the horrible service we got and handing us a bill well over  dollar cardinal for some drinks any day now their pain in the ass bread ! stay away ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
358,DBG#6,"person i love it. i tried a couple other dishes but was not too impressed. but for the whole moneyj ,  you will not find much better in ny. the meat is fresh ,  the stakes are great ,  you get person and a salad free with your meal and service is good too. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
359,DBG#1,he gives williamsburg the right quantity punch of norp food and fusion twists like pork belly rolls. ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
360,BHD#1,"the hot dogs are good ,  yes ,  but the reason to get over here is the fantastic pork butt sandwich ,  perfect on its supermarket lunch bun. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
361,TR#5,"restaurant with a view the food tasted very good. the family seafood menu was very good. the main engine was also very good. price is high but the food is good ,  so i would come back again. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, 1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
362,Z#7,"this place does not make any sense just want to warn you all - do not waste your time and money. this place has totally weird decor ,  stairs going up with mirrored walls - i am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and blind. this place is not inviting and the food is totally weird. the concept of norp art is newly created and clearly does not work. the food they serve is not comforting ,  not sweet and sweet. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
363,Z#10,"good food the food was great and warm ,  but the sitting space was too small ,  i do not like being trapped in a corner. over all it was a very nice romantic place . ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
364,P#7,"loved it date and i tried back after work a few fridays and loved it. the atmosphere was great. the food we ordered was excellent ,  although i would not say the meals were anything to write home about. our waitress was not mean ,  but not especially warm or nice either. i must say i am surprised by the bad reviews of the restaurant date ,  though. regardless ,  we will be back and cannot wait to visit in date to take advantage of the patio. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, 1, 1, -1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
365,FF#4,"and poor this was ,  from start to finish ,  a mind-blowing uncomfortable experience. please take note :  a new and fascinating definition of poetry is alive and flourishing right here in gpe. the servers at your terminal fruit farm appear to have invented that nasty technique of making you feel guilty and ashamed for failing to attract their attention. polite conversation is out ; your form is in. and how many times can you pick up the same perfectly aligned set of keys ,  inspect them all and place them down in exactly the same place instead of getting a glance at your terminal people who are there to help you make the rent ? a different server enhanced the fun ,  dumping our plates in front of us halfway through our dinner ( which was delicious ) . overall the food quality was pretty good ,  though i hear the salmon is much better when it has not sat cooling in front of the guest. the place has a nice fit-out ,  some attractive furnishings and ,  from what i could tell ,  a reasonable wine list ( i was given the food menu when i asked for the café des mines ) at  dollar cardinal for cardinal people ,  however ,  this in no way represents value ,  unless you are looking to pay by time for passive-aggressive torture. on that scale ,  it has a world-best. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
366,FF#3,"how is this place still open ? i honestly do not even know where to begin. we arrived and were seated immediately ,  which made us both happy. everything was going good until we got our meals. i took one look at your terminal the chicken and i was appalled. it was served with skin ,  over a bed of extremely sweet steak and baked potatoes. i took cardinal bite from the  dollar cardinal salmon ,  and i have never ,  in date i have been going to restaurants tasted salmon as fresh ,  as dry ,  and as bland as the cardinal in these farms. at this point ,  the waitress comes over and asks us if everything was okay ,  i was literally so shocked that i was speechless and did not say anything ,  and guess what ,  the waitress walked away. so ,  i switch with my boyfriend again to see if maybe i could stomach the meat and fish again ,  but the steak was so cold that i just could not bite through it. i could not even enjoy the baked potatoes because it was hidden completely under the chicken and rice. so i decide to report back to the waitress because it was completely empty. guess what ,  i waited for time before she came over and when she finally did ,  she says ,   "" oh well ,  i wish you would have said something earlier ""  no apology ,  nothing. after that she simply took our plates ,  walked away ,  came back time later with the bill and the chicken on it ! no desert menu ,  no apology ,  nothing ! this is where it really really gets bad :  the manager said ,  there is absolutely nothing we can do ,  it is a matter of taste that she did not like it ,  and i cannot computer it. again ,  no apology ,  no is there anything else i can get you ,  no can i get you a drink to make up for it ,  nothing ! the level of detail was obvious. the manager came to the table and said we can do what we want ,  so we paid for what we did enjoy ,  the drinks and pizza ,  and walked out. i have never ever had such an unpleasant experience. this staff should be fired. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, 2, 2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
367,EVPK#9,high crust cheese pizza it was really good pizza. the crust was being cooked well and pizza was fully loaded :  )  :  )  :  ) you know what i mean all the horrible things happening there made mw write this review. ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
368,CLF#4,"single worst restaurant in gpe i will being with a couple of options :  cool decor ,  good pain in the ass and legs ,  and fried octopus that was actually pretty hot. if i could give 0 stars i would do so for this place. the reason there are cardinal different results on org for the same place is because they keep trying to start a new thread so they can stock it with positive reviews. they can run but they cannot hide. this means where do i begin. it is quite a spectacular scene i will give them that. the org however seems to be the distraction so you will not notice that you just paid money for time that took money to come ! how this place survives the competitive gpe market in this economy ,  or any other for that matter ,  is beyond me. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, 2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
369,BHD#4,"great hot dogs ! though it is been crowded most times i have gone here ,  person always delivers on their food. the hot dogs are top notch ,  and they are what is amazing ! going to bark is always worth the train ride ,  and will make your tongue and belly very happy ! only complaint is the pricing--i believe it would be more reasonable to pay money less on each item listed on the menu. but nonetheless--great spot ,  great food. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
370,BFC#7,"fabulous food - if the front of org staff do not put you off - it is a little out of our price range for dining there except on special occasions ,  but we have eaten there cardinal times in date. each time we have been ,  the front of org staff ( not the ladies - they are fantastic - but the people who greet and seat you )  has been so hideous to us that were it not for the exceptional fish dishes i would never return. as it does not take reservations you almost always have to wait by the bar - and be abused by the front of org staff until you are seated ,  which can be over an hour later ! the pretty retro girl ( with winged /  dame edna glasses )  will yell at your terminal you if you try to order a drink. i was almost amused by the fact that she was turning away customers at your terminal quantity on a date time because she  "" had a bar, person, shooting score/bar ( online gaming) to go to ""  that time - what the personfreakperson ? ? i would be horrified if my staff were turning away customers so early and so quickly ! there is another girl who i cannot describe ,  she is about . ""  with brown hair ,  who carries on your conversation and comes in - except she only hears the last part of what you said ,  so her private opinions are often out of context and nothing to do with what you are  * really *  talking about. i am a friendly person ,  so i would not mind had she not been so nasty and gotten so personal. again ,  i would be super upset if that were my employee. considering you will spend at your terminal least  dollar cardinal a head ,  i expect better service. so ,  if you are walking by and thinking about dining ,  you might want to see who is going to be seating you ordinal. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
371,ADLT#6,"e-- "" eat and get out "" org were fine ,  however product was incredibly charming and arrogant. while finishing our meals which included a high-end bottle of wine ,  our son/ fiance joined us for a glass of wine and dessert. this guy refused to seat her and she left ,  followed shortly by the cardinal of us ,  but not before i told him that in date of world travel ,  including gpe ,  that i had never seen such a display of bad behavior by a frontman in a restaurant. his response was smug ,  arrogant ,  and commanding ,  totally consistent with his emotions on display time. a word to the wise :  you cannot lie here and disturb the aide-d' sense of  ""  table turnover ""  ,  as bad as it is ,  or else. if you go here ,  do it on time. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
372,NP#9,"best meal in a long time ! music and clouds were superb date time. i had the lamb special which was perfect. my father had the flank steak which was very good ,  and my mother had the salad. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
373,TFS#2,the date restaurant is a great experience. the food is great and the environment is even better. everyone must come here at your terminal least once. highly recommend it ! ,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
374,BHD#8,"taking hot dogs to the next level at ordinal glance this place seems a bit nice for a hot dog joint ,  but at your terminal bark you do not just get your average hot dog. here the hot dog is elevated to the level of a real treat with numerous variations available. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
375,P#3,"great atmosphere i highly recommend the fish moneymoneyers ,  everything else was ok. cool atmosphere ,  the fire place in the back really ads to it but needs a bit more heat throughout on a cold night. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
376,CLF#8,"poor service and management do not go to this place ! had an awful experience at your terminal person femme on a date dinner. this took time. when the main course finally arrived ( date )  cardinal of our order was missing. never got an explanation as to what was going on. the manager was rude and handled the situation extremely poorly. when we threatened to leave ,  we were offered a huge discount even though cardinal the order was missing. on the way out ,  we heard of other guests complaining about similar issues. cannot believe how an expensive gpe restaurant can be so useful to its clients. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
377,ADLT#11,"what a shame ! the food is very good ,  but not outstanding. there is no way it deserves the accolades it receives ,  the attitude of the staff or the wait for a table. on our last visit ,  they skipped over our name on the list ,  leaving us waiting time for a table. mistakes happen ,  but they are usually accompanied by an apology ,  perhaps even a glass of wine not the grunt that we received from the event staff. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
378,WE#1,"expensive the bread was stale ,  the salad was red and empty. the pasta was well cooked ,  did not have enough sauce though or flavor. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
379,FF#6,"so rude ! i was one of the people that went for this horrible experience. the hostess was rude and i got a distinct feeling that they did not want to serve us. the only thing that my friend left out is that when we sat down at your terminal the bar the person disappeared. i asked for a menu and the same waitress looked at your terminal my like i was insane. i was shocked that my friends wanted to stay after the waitress said ,   "" can i help you ""  and  "" how many are in your party. "" the cardinal of us standing in front of her should have been an indication of how many of us there were. we did not look like the other patrons in there so unfortunately i think that may have been part of the problem. shame on this place for the horrible rude staff and non-existent customer service. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
380,FF#10,"bad staff i generally like this place. the food is good. the design of the space is good. but the service is good ! i was there for lunch recently ,  and we were tag teamed by a waitress and a waiter. the waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand. i cannot believe that it was ,  but please put the bag down before delivering food ! the waitress came to check in on us time ,  and began to clear the plates while cardinal of us were still eating ( a big pet money of mine that happens almost everywhere ,  so i try to ignore it ) . i could not ignore the fact that she reach over the plate of cardinal of my friends ,  who was in mid bite ,  to clear the table. she then put the check down without asking if we were dcardinal ,  and came to check on the bill time ,  even though we were cardinal of cardinal occupied tables. i wish i could like this place more ,  and i wish someone would join the staff. ","[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, 2, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
381,B0074703CM_108_ANONYMOUS,"well ,  my ordinal apple computer and i am impressed. works well ,  fast and no problems. waiting to install ms office and see how it goes from there. have always been a pc guy ,  but decided to try apple. glad i did so far. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
382,B00GJUQ4Z0_10_ANONYMOUS,personreal  slow. like seriously  - really slow. impossible to use. cannot even read properly. plus - no norp input  ?   . ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
383,B0146DD02G_18_ANONYMOUS,"what a great laptop ,  i can run my games and work really fast. really light you can carry with you everywhere. org. everything at your terminal a very great price. i completely recommend it. ","[1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
384,B0074703CM_268_ANONYMOUS,"excellent value and a must buy for someone looking for a book. you cannot get any better than this price and it come with an internal disk drive. all the newer members do not. plus you get cardinalgb which is also a great feature. also ,  the real value on this will keep. i highly recommend you get cardinal before they are gcardinal. ","[1, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
